weekend_of,sampled_at,theatre_name,tz,show_date,day_of_week,showtime,showtime_id,auditorium_type,adult_price,child_price,senior_price,convenience_fee,all_prices,raw_bytes
2026-09-18,2026-09-19T14:29:35Z,AMC DINE-IN Menlo Park 12,ET,2026-09-18,Friday,8:45pm,147022382,Dine-In Delivery to Seat,18.12,14.92,16.52,2.69,"{""Adult"":18.12,""Child"":14.92,""Senior"":16.52}",122217
2026-09-18,2026-09-19T14:29:36Z,AMC Star Gratiot 15,ET,2026-09-18,Friday,8:20pm,146586564,Thrills & Chills,12.99,9.99,11.49,2.69,"{""Adult"":12.99,""Child"":9.99,""Senior"":11.49}",9270
2026-09-18,2026-09-19T14:29:37Z,AMC Star Gratiot 15,ET,2026-09-18,Friday,10:00pm,146586607,Dolby Cinema at AMC,18.99,15.99,17.49,2.99,"{""Adult"":18.99,""Child"":15.99,""Senior"":17.49}",9339
2026-09-18,2026-09-19T14:29:38Z,AMC Majestic 6,ET,2026-09-18,Friday,8:30pm,146535240,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9263
2026-09-18,2026-09-19T14:29:39Z,AMC Majestic 6,ET,2026-09-18,Friday,9:40pm,146535391,PRIME at AMC,23.49,20.49,21.99,2.99,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9349
2026-09-18,2026-09-19T14:29:41Z,AMC Forum 30,ET,2026-09-18,Friday,7:30pm,146596366,IMAX at AMC,14.49,12.49,13.49,2.99,"{""Adult"":14.49,""Child"":12.49,""Senior"":13.49}",9229
2026-09-18,2026-09-19T14:29:42Z,AMC Forum 30,ET,2026-09-18,Friday,5:45pm,146596391,Open Caption (On-screen Subtitles),9.49,7.49,8.49,2.69,"{""Adult"":9.49,""Child"":7.49,""Senior"":8.49}",9111
2026-09-18,2026-09-19T14:29:43Z,AMC Forum 30,ET,2026-09-18,Friday,8:45pm,147063880,Thrills & Chills,9.49,7.49,8.49,2.69,"{""Adult"":9.49,""Child"":7.49,""Senior"":8.49}",9170
2026-09-18,2026-09-19T14:29:45Z,AMC Forum 30,ET,2026-09-18,Friday,9:15pm,146596406,Dolby Cinema at AMC,15.49,13.49,14.49,2.99,"{""Adult"":15.49,""Child"":13.49,""Senior"":14.49}",9335
2026-09-18,2026-09-19T14:29:47Z,AMC DINE-IN Midlothian 10,ET,2026-09-18,Friday,8:30pm,147118664,Dine-In Delivery to Seat,13.49,10.49,11.99,2.69,"{""Adult"":13.49,""Child"":10.49,""Senior"":11.99}",9326
2026-09-18,2026-09-19T14:29:47Z,AMC DINE-IN Midlothian 10,ET,2026-09-20,Sunday,12:00pm,146578365,Open Caption (On-screen Subtitles),10.79,8.39,9.59,2.69,"{""Adult"":10.79,""Child"":8.39,""Senior"":9.59}",10024
2026-09-18,2026-09-19T14:29:49Z,AMC Staten Island 11,ET,2026-09-18,Friday,8:00pm,146578476,Dolby Cinema at AMC,25.99,22.99,24.49,2.99,"{""Adult"":25.99,""Child"":22.99,""Senior"":24.49}",9299
2026-09-18,2026-09-19T14:29:51Z,AMC Staten Island 11,ET,2026-09-18,Friday,10:45pm,147229324,Laser at AMC,18.99,15.99,17.49,2.69,"{""Adult"":18.99,""Child"":15.99,""Senior"":17.49}",8821
2026-09-18,2026-09-19T14:29:52Z,AMC Staten Island 11,ET,2026-09-18,Friday,9:30pm,146578433,IMAX with Laser at AMC,25.99,22.99,24.49,2.99,"{""Adult"":25.99,""Child"":22.99,""Senior"":24.49}",9406
2026-09-18,2026-09-19T14:29:53Z,AMC Staten Island 11,ET,2026-09-19,Saturday,1:15pm,146578489,Open Caption (On-screen Subtitles),15.19,12.79,13.99,2.69,"{""Adult"":15.19,""Child"":12.79,""Senior"":13.99}",10063
2026-09-18,2026-09-19T14:29:54Z,AMC Maple Ridge 8,ET,2026-09-18,Friday,8:30pm,147032497,Thrills & Chills,15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9285
2026-09-18,2026-09-19T14:29:54Z,AMC John R 15,ET,2026-09-18,Friday,8:35pm,146592754,Thrills & Chills,12.99,9.99,11.49,2.69,"{""Adult"":12.99,""Child"":9.99,""Senior"":11.49}",9233
2026-09-18,2026-09-19T14:29:55Z,AMC Stones River 9,ET,2026-09-18,Friday,8:00pm,146393451,Dolby Cinema at AMC,24.13,20.84,22.49,2.99,"{""Adult"":24.13,""Child"":20.84,""Senior"":22.49}",9387
2026-09-18,2026-09-19T14:29:56Z,AMC Stones River 9,ET,2026-09-18,Friday,10:00pm,146393466,Thrills & Chills,17.55,14.26,15.9,2.69,"{""Adult"":17.55,""Child"":14.26,""Senior"":15.9}",8866
2026-09-18,2026-09-19T14:29:57Z,AMC DINE-IN Painters Crossing 9,ET,2026-09-18,Friday,9:15pm,147064799,Dine-In Delivery to Seat,14.99,11.99,13.49,2.69,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9425
2026-09-18,2026-09-19T14:29:58Z,AMC Market Fair 15,ET,2026-09-18,Friday,9:40pm,147228702,Thrills & Chills,16.04,12.83,14.43,2.69,"{""Adult"":16.04,""Child"":12.83,""Senior"":14.43}",9321
2026-09-18,2026-09-19T14:29:59Z,AMC Market Fair 15,ET,2026-09-20,Sunday,2:45pm,146601785,Spanish Language Dubbed with No Subtitles,12.83,10.26,11.55,2.69,"{""Adult"":12.83,""Child"":10.26,""Senior"":11.55}",9964
2026-09-18,2026-09-19T14:30:01Z,AMC Livonia 20,ET,2026-09-18,Friday,8:00pm,146581567,Thrills & Chills,9.49,7.49,8.49,2.69,"{""Adult"":9.49,""Child"":7.49,""Senior"":8.49}",9161
2026-09-18,2026-09-19T14:30:01Z,AMC Livonia 20,ET,2026-09-18,Friday,9:45pm,146581534,IMAX at AMC,14.49,12.49,13.49,2.99,"{""Adult"":14.49,""Child"":12.49,""Senior"":13.49}",9217
2026-09-18,2026-09-19T14:30:02Z,AMC Livonia 20,ET,2026-09-17,Thursday,5:45pm,146581565,Open Caption (On-screen Subtitles),9.49,7.49,8.49,2.69,"{""Adult"":9.49,""Child"":7.49,""Senior"":8.49}",8743
2026-09-18,2026-09-19T14:30:06Z,AMC DINE-IN Shops at Riverside 9,ET,2026-09-18,Friday,8:15pm,146599520,Dolby Cinema at AMC,29.31,26.11,27.71,2.99,"{""Adult"":29.31,""Child"":26.11,""Senior"":27.71}",9508
2026-09-18,2026-09-19T14:30:07Z,AMC DINE-IN Shops at Riverside 9,ET,2026-09-18,Friday,9:15pm,147136819,Dine-In Delivery to Seat,21.85,18.65,20.25,2.69,"{""Adult"":21.85,""Child"":18.65,""Senior"":20.25}",9495
2026-09-18,2026-09-19T14:30:07Z,AMC MarketFair 10,ET,2026-09-18,Friday,9:15pm,147228883,Thrills & Chills,18.12,14.92,16.52,2.69,"{""Adult"":18.12,""Child"":14.92,""Senior"":16.52}",9274
2026-09-18,2026-09-19T14:30:08Z,AMC Star Great Lakes 25,ET,2026-09-18,Friday,8:00pm,146403635,IMAX at AMC,15.99,13.99,14.99,2.99,"{""Adult"":15.99,""Child"":13.99,""Senior"":14.99}",9247
2026-09-18,2026-09-19T14:30:08Z,AMC Star Great Lakes 25,ET,2026-09-18,Friday,8:30pm,146403586,Thrills & Chills,10.99,8.99,9.99,2.69,"{""Adult"":10.99,""Child"":8.99,""Senior"":9.99}",9180
2026-09-18,2026-09-19T14:30:10Z,AMC Star Great Lakes 25,ET,2026-09-18,Friday,9:40pm,146403604,Dolby Cinema at AMC,16.99,14.99,15.99,2.99,"{""Adult"":16.99,""Child"":14.99,""Senior"":15.99}",9333
2026-09-18,2026-09-19T14:30:12Z,AMC Star Great Lakes 25,ET,2026-09-19,Saturday,3:20pm,146403591,Open Caption (On-screen Subtitles),8.79,7.19,7.99,2.69,"{""Adult"":8.79,""Child"":7.19,""Senior"":7.99}",10072
2026-09-18,2026-09-19T14:30:13Z,AMC Star Great Lakes 25,ET,2026-09-20,Sunday,5:55pm,146403593,English Spoken with Spanish Subtitles,10.99,8.99,9.99,2.69,"{""Adult"":10.99,""Child"":8.99,""Senior"":9.99}",9123
2026-09-18,2026-09-19T14:30:15Z,AMC Danbury 16,ET,2026-09-18,Friday,9:15pm,146507674,Laser at AMC,14.99,11.99,13.49,2.69,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9272
2026-09-18,2026-09-19T14:30:16Z,AMC Danbury 16,ET,2026-09-18,Friday,10:15pm,146507818,Dolby Cinema at AMC,20.99,17.99,19.49,2.99,"{""Adult"":20.99,""Child"":17.99,""Senior"":19.49}",9351
2026-09-18,2026-09-19T14:30:18Z,AMC Sunrise 8,ET,2026-09-18,Friday,8:30pm,147124580,Laser at AMC,16.04,12.83,14.43,2.69,"{""Adult"":16.04,""Child"":12.83,""Senior"":14.43}",9335
2026-09-18,2026-09-19T14:30:19Z,AMC Sunrise 8,ET,2026-09-19,Saturday,3:30pm,146435811,English Spoken with Spanish Subtitles,12.83,10.26,11.55,2.69,"{""Adult"":12.83,""Child"":10.26,""Senior"":11.55}",10025
2026-09-18,2026-09-19T14:30:22Z,AMC Marlton 8,ET,2026-09-18,Friday,8:00pm,146481452,PRIME at AMC,23.98,20.78,22.38,2.99,"{""Adult"":23.98,""Child"":20.78,""Senior"":22.38}",9336
2026-09-18,2026-09-19T14:30:22Z,AMC Marlton 8,ET,2026-09-18,Friday,9:35pm,146481545,Laser at AMC,17.58,14.38,15.98,2.69,"{""Adult"":17.58,""Child"":14.38,""Senior"":15.98}",9320
2026-09-18,2026-09-19T14:30:23Z,AMC Castleton Square 14,ET,2026-09-18,Friday,8:00pm,146571430,Dolby Cinema at AMC,21.99,18.99,20.49,2.99,"{""Adult"":21.99,""Child"":18.99,""Senior"":20.49}",9354
2026-09-18,2026-09-19T14:30:24Z,AMC Castleton Square 14,ET,2026-09-18,Friday,9:00pm,146571513,IMAX at AMC,21.99,18.99,20.49,2.99,"{""Adult"":21.99,""Child"":18.99,""Senior"":20.49}",9335
2026-09-18,2026-09-19T14:30:27Z,AMC Castleton Square 14,ET,2026-09-18,Friday,9:45pm,146571476,Thrills & Chills,15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9290
2026-09-18,2026-09-19T14:30:27Z,AMC Castleton Square 14,ET,2026-09-19,Saturday,4:45pm,146571471,English Spoken with Spanish Subtitles,15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9230
2026-09-18,2026-09-19T14:30:28Z,AMC Castleton Square 14,ET,2026-09-20,Sunday,1:30pm,146571485,Open Caption (On-screen Subtitles),12.39,9.99,11.19,2.69,"{""Adult"":12.39,""Child"":9.99,""Senior"":11.19}",10132
2026-09-18,2026-09-19T14:30:29Z,AMC Dartmouth Mall 11,ET,2026-09-18,Friday,8:30pm,147097681,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9315
2026-09-18,2026-09-19T14:30:30Z,AMC Tallahassee 20,ET,2026-09-18,Friday,7:30pm,146504267,Dolby Cinema at AMC,23.64,20.41,22.03,2.99,"{""Adult"":23.64,""Child"":20.41,""Senior"":22.03}",9343
2026-09-18,2026-09-19T14:30:31Z,AMC Tallahassee 20,ET,2026-09-18,Friday,9:30pm,147157756,Laser at AMC,16.65,13.43,15.04,2.69,"{""Adult"":16.65,""Child"":13.43,""Senior"":15.04}",9326
2026-09-18,2026-09-19T14:30:33Z,AMC Tallahassee 20,ET,2026-09-19,Saturday,4:00pm,146504342,Open Caption (On-screen Subtitles),16.65,13.43,15.04,2.69,"{""Adult"":16.65,""Child"":13.43,""Senior"":15.04}",9302
2026-09-18,2026-09-19T14:30:34Z,AMC Marple 10,ET,2026-09-18,Friday,8:30pm,147038538,Laser at AMC,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9294
2026-09-18,2026-09-19T14:30:35Z,AMC Perry Crossing 18,ET,2026-09-18,Friday,8:15pm,146602043,Thrills & Chills,12.99,9.99,11.49,2.69,"{""Adult"":12.99,""Child"":9.99,""Senior"":11.49}",9186
2026-09-18,2026-09-19T14:30:37Z,AMC Perry Crossing 18,ET,2026-09-18,Friday,9:45pm,147108138,Dolby Cinema at AMC,18.99,15.99,17.49,2.99,"{""Adult"":18.99,""Child"":15.99,""Senior"":17.49}",9341
2026-09-18,2026-09-19T14:30:39Z,AMC Perry Crossing 18,ET,2026-09-20,Sunday,6:15pm,147108250,English Spoken with Spanish Subtitles,12.99,9.99,11.49,2.69,"{""Adult"":12.99,""Child"":9.99,""Senior"":11.49}",9187
2026-09-18,2026-09-19T14:30:41Z,AMC Deptford 8,ET,2026-09-18,Friday,8:30pm,147031233,Laser at AMC,18.12,14.92,16.52,2.69,"{""Adult"":18.12,""Child"":14.92,""Senior"":16.52}",9322
2026-09-18,2026-09-19T14:30:42Z,AMC Tamiami 18,ET,2026-09-18,Friday,9:45pm,147144937,English Spoken with Spanish Subtitles,16.57,13.36,14.97,2.69,"{""Adult"":16.57,""Child"":13.36,""Senior"":14.97}",9311
2026-09-18,2026-09-19T14:30:43Z,AMC Tamiami 18,ET,2026-09-18,Friday,9:00pm,147144954,Laser at AMC,16.57,13.36,14.97,2.69,"{""Adult"":16.57,""Child"":13.36,""Senior"":14.97}",9335
2026-09-18,2026-09-19T14:30:43Z,AMC Tamiami 18,ET,2026-09-19,Saturday,11:45am,147144934,Open Caption (On-screen Subtitles),13.26,10.69,11.97,2.69,"{""Adult"":13.26,""Child"":10.69,""Senior"":11.97}",10024
2026-09-18,2026-09-19T14:30:44Z,AMC Tamiami 18,ET,2026-09-19,Saturday,2:15pm,147144935,Spanish Language Dubbed with No Subtitles,13.26,10.69,11.97,2.69,"{""Adult"":13.26,""Child"":10.69,""Senior"":11.97}",10220
2026-09-18,2026-09-19T14:30:47Z,AMC Marquis 16,ET,2026-09-18,Friday,9:00pm,146476340,Thrills & Chills,14.99,11.99,13.49,2.69,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9243
2026-09-18,2026-09-19T14:30:49Z,AMC Marquis 16,ET,2026-09-18,Friday,10:15pm,146476548,Dolby Cinema at AMC,20.99,17.99,19.49,2.99,"{""Adult"":20.99,""Child"":17.99,""Senior"":19.49}",9378
2026-09-18,2026-09-19T14:30:50Z,AMC Orange Park 24,ET,2026-09-18,Friday,8:15pm,146583032,Laser at AMC,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9338
2026-09-18,2026-09-19T14:30:52Z,AMC Orange Park 24,ET,2026-09-18,Friday,9:00pm,146583165,IMAX at AMC,21.49,18.26,19.88,2.99,"{""Adult"":21.49,""Child"":18.26,""Senior"":19.88}",9252
2026-09-18,2026-09-19T14:30:53Z,AMC Orange Park 24,ET,2026-09-18,Friday,10:00pm,146583082,Dolby Cinema at AMC,22.56,19.34,20.95,2.99,"{""Adult"":22.56,""Child"":19.34,""Senior"":20.95}",9354
2026-09-18,2026-09-19T14:30:54Z,AMC Orange Park 24,ET,2026-09-19,Saturday,9:40pm,146583098,Open Caption (On-screen Subtitles),16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9327
2026-09-18,2026-09-19T14:30:55Z,AMC Orange Park 24,ET,2026-09-19,Saturday,7:30pm,147045732,English Spoken with Spanish Subtitles,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9359
2026-09-18,2026-09-19T14:30:56Z,AMC Destin Commons 14,ET,2026-09-18,Friday,7:45pm,146449999,Dolby Cinema at AMC,20.85,17.64,19.25,2.99,"{""Adult"":20.85,""Child"":17.64,""Senior"":19.25}",9354
2026-09-18,2026-09-19T14:30:58Z,AMC Destin Commons 14,ET,2026-09-18,Friday,8:45pm,146449953,IMAX at AMC,19.78,16.57,18.18,2.99,"{""Adult"":19.78,""Child"":16.57,""Senior"":18.18}",9271
2026-09-18,2026-09-19T14:30:59Z,AMC Destin Commons 14,ET,2026-09-18,Friday,10:00pm,147055764,Thrills & Chills,14.43,11.22,12.83,2.69,"{""Adult"":14.43,""Child"":11.22,""Senior"":12.83}",9214
2026-09-18,2026-09-19T14:31:00Z,AMC Tiger 13,ET,2026-09-18,Friday,7:30pm,146600984,BigD at AMC,18.52,15.25,16.88,2.99,"{""Adult"":18.52,""Child"":15.25,""Senior"":16.88}",9281
2026-09-18,2026-09-19T14:31:01Z,AMC Tiger 13,ET,2026-09-18,Friday,8:30pm,147227520,Thrills & Chills,15.25,11.98,13.61,2.69,"{""Adult"":15.25,""Child"":11.98,""Senior"":13.61}",9168
2026-09-18,2026-09-19T14:31:02Z,AMC Tiger 13,ET,2026-09-20,Sunday,1:40pm,146607689,Open Caption (On-screen Subtitles),12.2,9.58,10.89,2.69,"{""Adult"":12.2,""Child"":9.58,""Senior"":10.89}",9817
2026-09-18,2026-09-19T14:31:03Z,AMC Merchants Crossing 16,ET,2026-09-18,Friday,8:00pm,147114175,Laser at AMC,11.7,9.57,10.64,2.69,"{""Adult"":11.7,""Child"":9.57,""Senior"":10.64}",9275
2026-09-18,2026-09-19T14:31:04Z,AMC Merchants Crossing 16,ET,2026-09-20,Sunday,1:30pm,146587987,Open Caption (On-screen Subtitles),9.36,7.66,8.51,2.69,"{""Adult"":9.36,""Child"":7.66,""Senior"":8.51}",9919
2026-09-18,2026-09-19T14:31:05Z,AMC Regency 24,ET,2026-09-18,Friday,7:30pm,146422822,Dolby Cinema at AMC,22.56,19.34,20.95,2.99,"{""Adult"":22.56,""Child"":19.34,""Senior"":20.95}",9340
2026-09-18,2026-09-19T14:31:06Z,AMC Regency 24,ET,2026-09-18,Friday,8:15pm,146422796,IMAX at AMC,22.03,18.8,20.41,2.99,"{""Adult"":22.03,""Child"":18.8,""Senior"":20.41}",9263
2026-09-18,2026-09-19T14:31:07Z,AMC Regency 24,ET,2026-09-18,Friday,7:00pm,147101512,Laser at AMC,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9339
2026-09-18,2026-09-19T14:31:09Z,AMC Regency 24,ET,2026-09-18,Friday,9:35pm,147101508,English Spoken with Spanish Subtitles,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9316
2026-09-18,2026-09-19T14:31:10Z,AMC Regency 24,ET,2026-09-19,Saturday,1:15pm,146422860,Open Caption (On-screen Subtitles),12.89,10.31,11.6,2.69,"{""Adult"":12.89,""Child"":10.31,""Senior"":11.6}",10208
2026-09-18,2026-09-19T14:31:11Z,AMC East Hanover 12,ET,2026-09-18,Friday,8:30pm,147127263,Laser at AMC,16.52,13.32,14.92,2.69,"{""Adult"":16.52,""Child"":13.32,""Senior"":14.92}",9320
2026-09-18,2026-09-19T14:31:13Z,AMC Tilghman Square 8,ET,2026-09-18,Friday,8:45pm,147112802,Laser at AMC,14.99,11.99,13.49,2.69,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9347
2026-09-18,2026-09-19T14:31:15Z,AMC Mobile 16,ET,2026-09-18,Friday,8:30pm,147115738,Thrills & Chills,16.49,13.19,14.84,2.69,"{""Adult"":16.49,""Child"":13.19,""Senior"":14.84}",9201
2026-09-18,2026-09-19T14:31:17Z,AMC Mobile 16,ET,2026-09-20,Sunday,5:00pm,146511394,Open Caption (On-screen Subtitles),16.49,13.19,14.84,2.69,"{""Adult"":16.49,""Child"":13.19,""Senior"":14.84}",9126
2026-09-18,2026-09-19T14:31:18Z,AMC Aventura 24,ET,2026-09-18,Friday,8:00pm,146569910,IMAX with Laser at AMC,24.06,20.85,22.46,2.99,"{""Adult"":24.06,""Child"":20.85,""Senior"":22.46}",9394
2026-09-18,2026-09-19T14:31:21Z,AMC Aventura 24,ET,2026-09-18,Friday,9:45pm,146569824,Dolby Cinema at AMC,24.06,20.85,22.46,2.99,"{""Adult"":24.06,""Child"":20.85,""Senior"":22.46}",9360
2026-09-18,2026-09-19T14:31:22Z,AMC Aventura 24,ET,2026-09-18,Friday,8:15pm,147121772,Spanish Language Dubbed with No Subtitles,17.64,14.43,16.04,2.69,"{""Adult"":17.64,""Child"":14.43,""Senior"":16.04}",9271
2026-09-18,2026-09-19T14:31:23Z,AMC Evansville 16,ET,2026-09-18,Friday,8:30pm,147049382,Thrills & Chills,11.99,8.99,10.49,2.69,"{""Adult"":11.99,""Child"":8.99,""Senior"":10.49}",9244
2026-09-18,2026-09-19T14:31:25Z,AMC Evansville 16,ET,2026-09-18,Friday,7:30pm,146441940,Open Caption (On-screen Subtitles),11.99,8.99,10.49,2.69,"{""Adult"":11.99,""Child"":8.99,""Senior"":10.49}",9255
2026-09-18,2026-09-19T14:31:26Z,AMC Traders Point 12,ET,2026-09-18,Friday,8:00pm,146582654,IMAX at AMC,19.49,16.49,17.99,2.99,"{""Adult"":19.49,""Child"":16.49,""Senior"":17.99}",9260
2026-09-18,2026-09-19T14:31:27Z,AMC Traders Point 12,ET,2026-09-18,Friday,9:30pm,146582672,Thrills & Chills,13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",8813
2026-09-18,2026-09-19T14:31:28Z,AMC Traders Point 12,ET,2026-09-19,Saturday,1:20pm,146582493,Open Caption (On-screen Subtitles),11.19,8.79,9.99,2.69,"{""Adult"":11.19,""Child"":8.79,""Senior"":9.99}",10208
2026-09-18,2026-09-19T14:31:29Z,AMC Monmouth Mall 15,ET,2026-09-18,Friday,7:30pm,146582044,IMAX at AMC,23.45,20.25,21.85,2.99,"{""Adult"":23.45,""Child"":20.25,""Senior"":21.85}",9351
2026-09-18,2026-09-19T14:31:31Z,AMC Monmouth Mall 15,ET,2026-09-18,Friday,9:30pm,147229286,Laser at AMC,17.05,13.85,15.45,2.69,"{""Adult"":17.05,""Child"":13.85,""Senior"":15.45}",9350
2026-09-18,2026-09-19T14:31:32Z,AMC Monmouth Mall 15,ET,2026-09-18,Friday,9:00pm,146581929,Dolby Cinema at AMC,23.98,20.78,22.38,2.99,"{""Adult"":23.98,""Child"":20.78,""Senior"":22.38}",9382
2026-09-18,2026-09-19T14:31:34Z,AMC Monmouth Mall 15,ET,2026-09-20,Sunday,5:45pm,146582058,English Spoken with Spanish Subtitles,17.05,13.85,15.45,2.69,"{""Adult"":17.05,""Child"":13.85,""Senior"":15.45}",9297
2026-09-18,2026-09-19T14:31:35Z,AMC DINE-IN Coral Ridge 10,ET,2026-09-18,Friday,8:00pm,146503949,Dine-In Delivery to Seat,18.18,14.97,16.57,2.69,"{""Adult"":18.18,""Child"":14.97,""Senior"":16.57}",9486
2026-09-18,2026-09-19T14:31:36Z,AMC Tyngsboro 12,ET,2026-09-18,Friday,8:40pm,147107093,Laser at AMC,15.99,12.99,14.49,2.69,"{""Adult"":15.99,""Child"":12.99,""Senior"":14.49}",9327
2026-09-18,2026-09-19T14:31:37Z,AMC Fayetteville 14,ET,2026-09-18,Friday,8:00pm,146615407,IMAX with Laser at AMC,19.78,16.57,18.18,2.99,"{""Adult"":19.78,""Child"":16.57,""Senior"":18.18}",9324
2026-09-18,2026-09-19T14:31:38Z,AMC Fayetteville 14,ET,2026-09-18,Friday,9:00pm,146615569,Dolby Cinema at AMC,20.85,17.64,19.25,2.99,"{""Adult"":20.85,""Child"":17.64,""Senior"":19.25}",9384
2026-09-18,2026-09-19T14:31:38Z,AMC Fayetteville 14,ET,2026-09-18,Friday,10:00pm,146615442,Thrills & Chills,14.43,11.22,12.83,2.69,"{""Adult"":14.43,""Child"":11.22,""Senior"":12.83}",9218
2026-09-18,2026-09-19T14:31:40Z,AMC Fayetteville 14,ET,2026-09-19,Saturday,1:45pm,146615440,Open Caption (On-screen Subtitles),11.55,8.98,10.26,2.69,"{""Adult"":11.55,""Child"":8.98,""Senior"":10.26}",10145
2026-09-18,2026-09-19T14:31:41Z,AMC Montgomery 16,ET,2026-09-18,Friday,7:50pm,146470659,PRIME at AMC,27.81,24.6,26.21,2.99,"{""Adult"":27.81,""Child"":24.6,""Senior"":26.21}",9406
2026-09-18,2026-09-19T14:31:41Z,AMC Montgomery 16,ET,2026-09-18,Friday,9:50pm,147038325,Laser at AMC,21.39,18.18,19.79,2.69,"{""Adult"":21.39,""Child"":18.18,""Senior"":19.79}",9378
2026-09-18,2026-09-19T14:31:42Z,AMC Montgomery 16,ET,2026-09-19,Saturday,1:30pm,146470617,Open Caption (On-screen Subtitles),17.11,14.55,15.83,2.69,"{""Adult"":17.11,""Child"":14.55,""Senior"":15.83}",10023
2026-09-18,2026-09-19T14:31:43Z,AMC Montgomery 16,ET,2026-09-20,Sunday,9:40pm,147093286,English Spoken with Spanish Subtitles,21.39,18.18,19.79,2.69,"{""Adult"":21.39,""Child"":18.18,""Senior"":19.79}",9401
2026-09-18,2026-09-19T14:31:45Z,AMC Fiesta Square 12,ET,2026-09-18,Friday,8:00pm,147142115,Thrills & Chills,14.26,10.96,12.61,2.69,"{""Adult"":14.26,""Child"":10.96,""Senior"":12.61}",9268
2026-09-18,2026-09-19T14:31:46Z,AMC Vestal Town Square 9,ET,2026-09-18,Friday,8:30pm,147034684,Thrills & Chills,14.99,11.99,13.49,2.69,"{""Adult"":14.99,""Child"":11.99,""Senior"":13.49}",9298
2026-09-18,2026-09-19T14:31:47Z,AMC Morgantown 12,ET,2026-09-18,Friday,9:45pm,146562687,Thrills & Chills,12.83,9.62,11.22,2.69,"{""Adult"":12.83,""Child"":9.62,""Senior"":11.22}",9295
2026-09-18,2026-09-19T14:31:48Z,AMC Morgantown 12,ET,2026-09-19,Saturday,4:35pm,146562689,Open Caption (On-screen Subtitles),12.83,9.62,11.22,2.69,"{""Adult"":12.83,""Child"":9.62,""Senior"":11.22}",9199
2026-09-18,2026-09-19T14:31:49Z,AMC Pompano Beach 18,ET,2026-09-18,Friday,9:00pm,146558206,Laser at AMC,16.57,13.36,14.97,2.69,"{""Adult"":16.57,""Child"":13.36,""Senior"":14.97}",9360
2026-09-18,2026-09-19T14:31:50Z,AMC Pompano Beach 18,ET,2026-09-18,Friday,10:00pm,146558085,PRIME at AMC,21.92,18.71,20.32,2.99,"{""Adult"":21.92,""Child"":18.71,""Senior"":20.32}",9371
2026-09-18,2026-09-19T14:31:52Z,AMC Pompano Beach 18,ET,2026-09-20,Sunday,2:00pm,146558162,English Spoken with Spanish Subtitles,13.26,10.69,11.97,2.69,"{""Adult"":13.26,""Child"":10.69,""Senior"":11.97}",10300
2026-09-18,2026-09-19T14:31:53Z,AMC Fire Tower 12,ET,2026-09-18,Friday,8:30pm,147134163,Thrills & Chills,14.97,11.76,13.36,2.69,"{""Adult"":14.97,""Child"":11.76,""Senior"":13.36}",9268
2026-09-18,2026-09-19T14:31:54Z,AMC Washington Square 12,ET,2026-09-18,Friday,9:30pm,146513034,Thrills & Chills,13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",9282
2026-09-18,2026-09-19T14:31:55Z,AMC Academy 8,ET,2026-09-18,Friday,8:15pm,147175661,Laser at AMC,16.49,13.19,14.84,2.69,"{""Adult"":16.49,""Child"":13.19,""Senior"":14.84}",9339
2026-09-18,2026-09-19T14:31:56Z,AMC Academy 8,ET,2026-09-19,Saturday,4:15pm,146604725,Open Caption (On-screen Subtitles),16.49,13.19,14.84,2.69,"{""Adult"":16.49,""Child"":13.19,""Senior"":14.84}",9288
2026-09-18,2026-09-19T14:31:56Z,AMC Mountainside 10,ET,2026-09-18,Friday,7:45pm,146414823,XL at AMC,19.18,15.98,17.58,2.99,"{""Adult"":19.18,""Child"":15.98,""Senior"":17.58}",9306
